CHRG_DESC,PREM_DESC,ADDRESS,LAT_LONG,DATETIME,DOW,DISTRICT,CASE_NUMBER
MOTOR VEHICLE THEFT,RESIDENCE/HOME,136 CONCORD ST,"41.2617343, -72.8924155",2020-02-17T08:09:00Z,MON,9,20008204
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,62 REVERE ST,"41.301892, -72.885256",2020-02-22T14:43:00Z,SAT,9,20009124
MURDER,RESIDENCE/HOME,1435 QUINNIPIAC AVE,"41.3248421, -72.86964859999999",2020-02-23T15:48:00Z,SUN,9,20009277
MOTOR VEHICLE THEFT,RESIDENCE/HOME,24 BROWNELL ST,"41.316421, -72.952314",2020-02-19T20:23:00Z,WED,10,20008639
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,66 CHURCH ST,"41.30509199999999, -72.926895",2019-10-06T01:55:00Z,SUN,1,19040346
BURGLARY,RESTAURANT,742 CHAPEL ST,"41.3047785, -72.9230137",2019-10-06T02:06:00Z,SUN,1,19040352
LARCENY,PARKING LOT/GARAGE,N FRONTAGE RD & STATE ST,"41.3014795, -72.92440669999999",2019-09-30T10:42:00Z,MON,1,19039593
LARCENY,PARKING LOT/GARAGE,40 TEMPLE ST,"41.30397869999999, -72.9293804",2019-10-01T20:46:00Z,TUE,1,19039799
LARCENY,STREET/HIGHWAY/ALLEYWAY,344 COLLEGE ST,"41.3081579, -72.92883069999999",2019-10-02T16:00:00Z,WED,1,19039862
LARCENY,STREET/HIGHWAY/ALLEYWAY,CHAPEL ST & COLLEGE ST,"41.3072866, -72.9286877",2019-10-03T02:23:00Z,THU,1,19039927
LARCENY,PARKING LOT/GARAGE,1166 CHAPEL ST,"41.3085692, -72.9332069",2019-10-06T03:13:00Z,SUN,1,19040094
LARCENY,PARKING LOT/GARAGE,1 TEMPLE ST,"41.30421, -72.9283777",2019-10-01T21:15:00Z,TUE,5,19039800
BURGLARY,RESIDENCE/HOME,223 FAIRFIELD ST,"41.3302941, -72.97626489999999",2019-09-30T17:49:00Z,MON,2,19039661
INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,VALLEY ST & MOUNTAIN RD,"41.3377242, -72.97295749999999",2019-09-30T15:05:00Z,MON,2,19039625
LARCENY,STREET/HIGHWAY/ALLEYWAY,CHAPEL ST & YALE AVE,"41.3144546, -72.9585029",2019-09-30T10:21:00Z,MON,2,19039587
LARCENY,RESIDENCE/HOME,7 MOORE DR,"41.3457085, -72.9546396",2019-10-01T13:55:00Z,TUE,2,19039775
LARCENY,PARKING LOT/GARAGE,156 S GENESEE ST,"41.3372408, -72.9741251",2019-10-03T17:52:00Z,THU,2,19039908
LARCENY,PARKING LOT/GARAGE,23 FARNHAM AVE,"41.3302692, -72.9530154",2019-10-05T09:17:00Z,SAT,2,19040223
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,100 POND LILY AVE,"41.3405531, -72.9736167",2019-09-30T12:18:00Z,MON,2,19039619
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,36 ROCKVIEW CIR,"41.3480135, -72.9595772",2019-09-30T18:55:00Z,MON,2,19039671
MOTOR VEHICLE THEFT,RESIDENCE/HOME,4 ROCK VIEW TER,"41.328483, -72.947269",2019-09-30T08:54:00Z,MON,2,19039580
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,125 SPRING ST,"41.294355, -72.9341759",2019-10-04T16:45:00Z,FRI,3,19040129
BURGLARY,STREET/HIGHWAY/ALLEYWAY,UNION AVE & W WATER ST,"41.2975495, -72.9266291",2019-10-01T07:01:00Z,TUE,3,19039713
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,133 CARLISLE ST,"41.29681009999999, -72.9312023",2019-10-05T14:51:00Z,SAT,3,19040197
LARCENY,STREET/HIGHWAY/ALLEYWAY,122 DEWITT ST,"41.2947298, -72.93542699999999",2019-10-01T01:11:00Z,TUE,3,19039559
LARCENY,PARKING LOT/GARAGE,170 DERBY AVE,"41.3097978, -72.9524235",2019-10-03T14:20:00Z,THU,4,19040001
ROBBERY,STREET/HIGHWAY/ALLEYWAY,CROWN ST & HOWE ST,"41.3086382, -72.93598659999999",2019-10-01T06:05:00Z,TUE,4,19039711
ROBBERY,STREET/HIGHWAY/ALLEYWAY,GARDEN ST & UNIVERSITY PL,"41.3132429, -72.9373301",2019-10-03T17:33:00Z,THU,4,19040019
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,281 DAVENPORT AVE,"41.300809, -72.9431649",2019-10-02T20:51:00Z,WED,5,19039912
AGGRAVATED ASSAULT,DRUG STORE/DRS OFFICE/HOSPITAL,20 YORK ST,"41.3044229, -72.93556629999999",2019-10-05T09:55:00Z,SAT,5,19040216
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,HOWARD AVE & WASHINGTON A,"41.30053849999999, -72.9352255",2019-10-02T17:25:00Z,WED,5,19039885
BURGLARY,RESIDENCE/HOME,47 WINTHROP AVE,"41.30231999999999, -72.9439573",2019-10-04T18:16:00Z,FRI,5,19040150
LARCENY,RESIDENCE/HOME,62 ORCHARD ST,"41.3031368, -72.9422812",2019-10-04T14:59:00Z,FRI,5,19040151
ROBBERY,STREET/HIGHWAY/ALLEYWAY,22 VERNON ST,"41.3021091, -72.9373134",2019-10-02T19:26:00Z,WED,5,19039895
BURGLARY,RESIDENCE/HOME,46 HENRY ST,"41.3209992, -72.9317767",2019-09-30T20:10:00Z,MON,6,19039680
ROBBERY,CONVENIENCE STORE,284 DIXWELL AVE,"41.3204275, -72.9344723",2019-10-04T21:39:00Z,FRI,6,19040179
BURGLARY,RESIDENCE/HOME,240 NICOLL ST,"41.32103499999999, -72.9082899",2019-10-01T08:09:00Z,TUE,7,19038702
BURGLARY,RESIDENCE/HOME,37 LANDER ST,"41.3342363, -72.9263793",2019-10-03T07:18:00Z,THU,7,19039941
BURGLARY,RESIDENCE/HOME,147 CANNER ST,"41.3239019, -72.9128582",2019-10-04T20:21:00Z,FRI,7,19040123
BURGLARY,RESIDENCE/HOME,3 MAY ST,"41.319564, -72.8992942",2019-10-06T16:10:00Z,SUN,7,19040395
LARCENY,RESIDENCE/HOME,396 MANSFIELD ST,"41.3259895, -72.9248092",2019-10-01T09:47:00Z,TUE,7,19023181
LARCENY,STREET/HIGHWAY/ALLEYWAY,JAMES ST & STATE ST,"41.3163063, -72.9042997",2019-09-30T22:02:00Z,MON,7,19039543
LARCENY,PARKING LOT/GARAGE,702 STATE ST,"41.3109054, -72.9173926",2019-09-30T20:10:00Z,MON,7,19039636
LARCENY,PARKING LOT/GARAGE,1050 STATE ST,"41.3169114, -72.9073439",2019-10-02T10:01:00Z,WED,7,19039831
LARCENY,PARKING LOT/GARAGE,45 NASH ST,"41.31719289999999, -72.9091897",2019-10-02T12:07:00Z,WED,7,19039849
LARCENY,RESIDENCE/HOME,317 OGDEN ST,"41.332868, -72.919226",2019-10-03T09:31:00Z,THU,7,19039951
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,SHELTON AVE,"41.3299205, -72.9321277",2019-10-04T08:42:00Z,FRI,7,19040059
ROBBERY,LIQUOR STORE,693 DIXWELL AVE,"41.331969, -72.9348218",2019-10-04T21:25:00Z,FRI,7,19040175
ROBBERY,CONVENIENCE STORE,13 SHELTON AVE,"41.3227827, -72.9343835",2019-10-04T21:31:00Z,FRI,7,19040177
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,9 MALTBY PL,"41.308981, -72.901884",2019-09-30T18:54:00Z,MON,8,19039672
AGGRAVATED ASSAULT,RESIDENCE/HOME,290 CLINTON AVE,"41.3184384, -72.8930154",2019-10-06T05:03:00Z,SUN,8,19040357
LARCENY,STREET/HIGHWAY/ALLEYWAY,HAMILTON ST & GRAND AVE,"41.3085156, -72.9123481",2019-09-30T13:48:00Z,MON,8,19039623
LARCENY,STREET/HIGHWAY/ALLEYWAY,174 SALTONSTALL AVE,"41.3045514, -72.9010912",2019-10-05T14:59:00Z,SAT,8,19040251
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,9 MALTBY PL,"41.308981, -72.901884",2019-10-01T00:17:00Z,TUE,8,19039703
ROBBERY,PARKING LOT/GARAGE,93 CLAY ST,"41.3105753, -72.8998036",2019-10-02T00:04:00Z,WED,8,19039813
ROBBERY,CONVENIENCE STORE,604 FERRY ST,"41.3163223, -72.89753189999999",2019-10-05T12:04:00Z,SAT,8,19040236
ROBBERY,PARKING LOT/GARAGE,110 GRAND AVE,"41.30901220000001, -72.8919415",2019-10-04T23:07:00Z,FRI,8,19040185
ROBBERY,STREET/HIGHWAY/ALLEYWAY,EXCHANGE ST & POPLAR ST,"41.3073544, -72.8968102",2019-10-05T16:48:00Z,SAT,8,19040263
ROBBERY,STREET/HIGHWAY/ALLEYWAY,WOOLSEY ST & BLATCHLEY AVE,"41.307892, -72.8992382",2019-10-05T17:03:00Z,SAT,8,19040267
AGGRAVATED ASSAULT,RESIDENCE/HOME,311 EASTERN ST,"41.3147498, -72.8712141",2019-10-06T13:11:00Z,SUN,9,19040370
BURGLARY,RESIDENCE/HOME,1134 QUINNIPIAC AVE,"41.3183892, -72.8766093",2019-09-30T14:10:00Z,MON,9,19039635
BURGLARY,DEPARTMENT/DISCOUNT STORE,472 FOXON BLVD,"41.3214688, -72.8701019",2019-09-30T08:44:00Z,MON,9,19039570
BURGLARY,RESIDENCE/HOME,645 MIDDLETOWN AVE,"41.3327479, -72.87200059999999",2019-10-06T10:29:00Z,SUN,9,19040368
LARCENY,STREET/HIGHWAY/ALLEYWAY,58 SOUTH END RD,"41.2521221, -72.8898773",2019-10-01T09:11:00Z,TUE,9,19039719
BURGLARY,RESIDENCE/HOME,46 ROGER WHITE DR,"41.3289389, -72.9489402",2019-10-06T10:36:00Z,SUN,10,19040366
LARCENY,STREET/HIGHWAY/ALLEYWAY,567 WINTHROP AVE,"41.3203091, -72.94252709999999",2019-10-04T09:37:00Z,FRI,10,19040068
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,358 SHERMAN AVE,"41.318436, -72.9412916",2019-09-30T02:58:00Z,MON,10,19039556
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,241 ELLSWORTH AVE,"41.3174842, -72.9477406",2019-10-02T09:00:00Z,WED,10,19039826
LARCENY,PARKING LOT/GARAGE,1 TEMPLE ST,"41.30421, -72.9283777",2019-12-09T08:44:00Z,MON,1,19049333
LARCENY,PARKING LOT/GARAGE,71 TEMPLE ST,"41.3051752, -72.9278599",2019-12-11T14:29:00Z,WED,1,19049677
MOTOR VEHICLE THEFT,OTHER/UNKNOWN,290 STATE ST,"41.3040731, -72.9238172",2019-12-09T17:13:00Z,MON,1,19049381
BURGLARY,RESIDENCE/HOME,19A SOLOMON CROSSINGS,"41.3472343, -72.9555702",2019-12-09T00:34:00Z,MON,2,19049316
LARCENY,RESIDENCE/HOME,150 S GENESEE ST,"41.3371305, -72.9740918",2019-12-13T09:30:00Z,FRI,2,19049982
LARCENY,PARKING LOT/GARAGE,160 AMITY RD,"41.3381842, -72.9808419",2019-12-14T14:59:00Z,SAT,2,19050310
MOTOR VEHICLE THEFT,SERVICE/GAS STATION,152 VALLEY ST,"41.3301793, -72.96361139999999",2019-12-09T23:21:00Z,MON,2,19049438
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,1450 WHALLEY AVE,"41.3341628, -72.9768631",2019-12-12T20:14:00Z,THU,2,19049931
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,838 WHALLEY AVE,"41.3256112, -72.9589434",2019-12-12T23:37:00Z,THU,2,19049954
MOTOR VEHICLE THEFT,RESIDENCE/HOME,79 E RAMSDELL ST,"41.333634, -72.972619",2019-12-13T08:39:00Z,FRI,2,19049988
ROBBERY,STREET/HIGHWAY/ALLEYWAY,LODGE ST & LEVEL ST,"41.3442197, -72.96208709999999",2019-12-10T16:01:00Z,TUE,2,19049567
LARCENY,STREET/HIGHWAY/ALLEYWAY,123 CEDAR ST,"41.29508250000001, -72.93094599999999",2019-12-10T12:23:00Z,TUE,3,19049518
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,491 HOWARD AVE,"41.2944476, -72.932907",2019-12-10T19:38:00Z,TUE,3,19049585
ROBBERY,STREET/HIGHWAY/ALLEYWAY,482 GREENWICH AVE,"41.2908726, -72.934034",2019-12-11T02:23:00Z,WED,3,19049625
AGGRAVATED ASSAULT,DRUG STORE/DRS OFFICE/HOSPITAL,1450 CHAPEL ST,"41.3105212, -72.9417689",2019-12-12T17:04:00Z,THU,4,19049838
BURGLARY,RESIDENCE/HOME,213 EDGEWOOD AVE,"41.31252509999999, -72.94051069999999",2019-12-11T16:17:00Z,WED,4,19049699
BURGLARY,RESIDENCE/HOME,1261 ELLA T GRASSO BLVD,"41.3124902, -72.95189010000001",2019-12-11T16:33:00Z,WED,4,19049717
BURGLARY,RESIDENCE/HOME,22 LYNWOOD PL,"41.3109208, -72.93339150000001",2019-12-12T10:50:00Z,THU,4,19049785
LARCENY,PARKING LOT/GARAGE,30 WHALLEY AVE,"41.313067, -72.9336924",2019-12-12T07:49:00Z,THU,4,19049762
LARCENY,RESIDENCE/HOME,1375 CHAPEL ST,"41.310825, -72.940826",2019-12-12T14:30:00Z,THU,4,19049802
LARCENY,PARKING LOT/GARAGE,104 HOWE ST,"41.31124090000001, -72.9343335",2019-12-12T21:09:00Z,THU,4,19049946
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,36 DERBY AVE,"41.311084, -72.946895",2019-12-10T07:54:00Z,TUE,4,19049478
LARCENY,STREET/HIGHWAY/ALLEYWAY,20 YORK ST,"41.3044229, -72.93556629999999",2019-12-11T14:17:00Z,WED,5,19049691
LARCENY,STREET/HIGHWAY/ALLEYWAY,35 PARK ST,"41.304827, -72.9359041",2019-12-09T21:26:00Z,MON,5,19049435
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,232 CEDAR ST,"41.2990846, -72.93283149999999",2019-12-09T05:20:00Z,MON,5,19049326
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,DAVENPORT AVE & HOWARD AVE,"41.3032187, -72.9363566",2019-12-14T08:43:00Z,SAT,5,19050201
MOTOR VEHICLE THEFT,DRUG STORE/DRS OFFICE/HOSPITAL,20 YORK ST,"41.3044229, -72.93556629999999",2019-12-14T11:52:00Z,SAT,5,19050295
BURGLARY,RESIDENCE/HOME,106 BASSETT ST,"41.3312979, -72.92983710000001",2019-12-09T16:20:00Z,MON,7,19049387
BURGLARY,PARKING LOT/GARAGE,99 LINDEN ST,"41.3219104, -72.9131582",2019-12-15T13:54:00Z,SUN,7,19050447
BURGLARY,RESIDENCE/HOME,114 SHELDON TER,"41.32983979999999, -72.9238403",2019-12-12T12:13:00Z,THU,7,19049795
BURGLARY,RESIDENCE/HOME,516 ORANGE ST,"41.314591, -72.9177799",2019-12-12T21:24:00Z,THU,7,19049922
BURGLARY,RESIDENCE/HOME,52 LINDEN ST,"41.3208914, -72.9117679",2019-12-14T10:51:00Z,SAT,7,19050281
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,1384 STATE ST,"41.3208947, -72.8975886",2019-12-11T10:08:00Z,WED,7,19049648
LARCENY,PARKING LOT/GARAGE,426 PROSPECT ST,"41.323563, -72.9240839",2019-12-09T07:24:00Z,MON,7,19049328
LARCENY,STREET/HIGHWAY/ALLEYWAY,COLD SPRING ST & EVER,"41.32623330000001, -72.91516109999999",2019-12-10T21:35:00Z,TUE,7,19049601
LARCENY,STREET/HIGHWAY/ALLEYWAY,131 SHELTON AVE,"41.3260205, -72.93328140000001",2019-12-11T05:57:00Z,WED,7,19049631
LARCENY,PARKING LOT/GARAGE,595 WHITNEY AVE,"41.3266887, -72.9151097",2019-12-11T13:12:00Z,WED,7,19049671
LARCENY,RESIDENCE/HOME,290 DIVISION ST,"41.3267275, -72.93440660000002",2019-12-13T10:59:00Z,FRI,7,19050009
MOTOR VEHICLE THEFT,RESIDENCE/HOME,630 DIXWELL AVE,"41.3303229, -72.9355139",2019-12-12T22:45:00Z,THU,7,19049943
ROBBERY,RESIDENCE/HOME,1388 STATE ST,"41.3209285, -72.8976048",2019-12-13T02:26:00Z,FRI,7,19049960
AGGRAVATED ASSAULT,RESIDENCE/HOME,121 FILLMORE ST,"41.3122624, -72.89877229999999",2019-12-10T12:32:00Z,TUE,8,19049535
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,130 HAMILTON ST,"41.3072283, -72.91302639999999",2019-12-16T21:02:00Z,SUN,8,19050407
BURGLARY,SPECIALITY STORE,229 GRAND AVE,"41.3093574, -72.8962688",2019-12-16T09:09:00Z,SUN,8,19050421
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,CHAPEL ST & FERRY ST,"41.3043412, -72.8944719",2019-12-15T15:21:00Z,SUN,8,19050455
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,323 EAST ST,"41.3077169, -72.9094848",2019-12-15T02:31:00Z,SUN,8,0
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,172 CHATHAM ST,"41.31435990000001, -72.8942716",2019-12-13T23:05:00Z,TUE,8,19049342
MOTOR VEHICLE THEFT,RESIDENCE/HOME,164 CLINTON AVE,"41.3141779, -72.89204629999999",2019-12-10T11:30:00Z,TUE,8,19049360
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,608 FERRY ST,"41.3163417, -72.8974917",2019-12-12T18:08:00Z,THU,8,19049909
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,233 BLATCHLEY AVE,"41.30847079999999, -72.8989454",2019-12-16T00:02:00Z,FRI,8,19049975
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,1175 STATE ST,"41.3159838, -72.90317329999999",2019-12-13T11:27:00Z,FRI,8,19050024
ROBBERY,STREET/HIGHWAY/ALLEYWAY,CHAPEL ST & FERRY ST,"41.3043412, -72.8944719",2019-12-11T11:08:00Z,WED,8,19049613
ROBBERY,CONVENIENCE STORE,267 GRAND AVE,"41.308938, -72.897814",2019-12-09T23:25:00Z,MON,8,19049425
ROBBERY,STREET/HIGHWAY/ALLEYWAY,DOVER ST & FERRY ST,"41.31744, -72.8975595",2019-12-13T00:35:00Z,FRI,8,19049959
LARCENY,STREET/HIGHWAY/ALLEYWAY,30 LENOX ST,"41.3004579, -72.88911590000001",2019-12-09T00:00:00Z,MON,9,19011327
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,577 QUINNIPIAC AVE,"41.3059429, -72.8872469",2019-12-10T10:20:00Z,TUE,9,19049343
ROBBERY,PARK/PLAYGROUND,338 WOODWARD AVE,"41.278166, -72.898658",2019-12-09T20:03:00Z,MON,9,19049421
ROBBERY,RESIDENCE/HOME,350 FOXON BLVD,"41.32095, -72.87347",2019-12-11T20:58:00Z,WED,9,19049738
ROBBERY,RESTAURANT,405 FOXON BLVD,"41.3199633, -72.8720156",2019-12-10T18:34:00Z,TUE,9,19049579
BURGLARY,RESIDENCE/HOME,459 WINTHROP AVE,"41.3177892, -72.9441075",2019-12-13T10:07:00Z,FRI,10,19049985
BURGLARY,RESIDENCE/HOME,50 ROYDON RD,"41.32431529999999, -72.94958609999999",2019-12-13T08:35:00Z,FRI,10,19049979
LARCENY,STREET/HIGHWAY/ALLEYWAY,118 MAPLE ST,"41.3153867, -72.94807329999999",2019-12-14T20:52:00Z,SAT,10,19050370
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,285 WHALLEY AVE,"41.3169426, -72.9419273",2019-12-11T16:03:00Z,WED,10,19049703
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,1526 ELLA T GRASSO BLVD,"41.320837, -72.949611",2019-12-12T19:38:00Z,THU,10,19049924
MOTOR VEHICLE THEFT,CONVENIENCE STORE,285 WHALLEY AVE,"41.3169426, -72.9419273",2019-12-15T18:20:00Z,SUN,10,19050473
ROBBERY,CONVENIENCE STORE,285 WHALLEY AVE,"41.3169426, -72.9419273",2019-12-11T01:05:00Z,WED,10,19049622
ROBBERY,SPECIALITY STORE,344 WHALLEY AVE,"41.31697339999999, -72.9442645",2019-12-10T18:51:00Z,TUE,10,19049578
BURGLARY,RESIDENCE/HOME,277 SAINT JOHN ST,"41.3068838, -72.9175175",2019-08-01T19:44:00Z,THU,1,19030250
BURGLARY,DEPARTMENT/DISCOUNT STORE,55 WHITNEY AVE,"41.3118451, -72.921954",2019-08-02T22:00:00Z,FRI,1,19030479
LARCENY,RESIDENCE/HOME,116 COURT ST,"41.305951, -72.92282399999999",2019-07-30T05:23:00Z,TUE,1,19029817
LARCENY,STREET/HIGHWAY/ALLEYWAY,GROVE ST & STATE ST,"41.3091842, -72.9195795",2019-08-01T14:27:00Z,THU,1,19030191
AGGRAVATED ASSAULT,FIELD/WOODS,256 VALLEY ST,"41.3311954, -72.96898949999999",2019-08-02T11:44:00Z,FRI,2,19030332
BURGLARY,RESIDENCE/HOME,740 EDGEWOOD AVE,"41.3176311, -72.96098169999999",2019-07-31T17:53:00Z,WED,2,19030033
BURGLARY,RESIDENCE/HOME,334 YALE AVE,"41.3193882, -72.9600129",2019-07-31T17:33:00Z,WED,2,19030031
INTIMIDATION WITH A WEAPON,HOTEL/MOTEL/ETC,100 POND LILY AVE,"41.3405531, -72.9736167",2019-08-01T12:07:00Z,THU,2,19030127
LARCENY,RESIDENCE/HOME,81 FOUNTAIN TER,"41.3282152, -72.98334419999999",2019-08-01T14:12:00Z,THU,2,19030189
LARCENY,RESIDENCE/HOME,116 PARKSIDE DR,"41.3331123, -72.97163859999999",2019-07-30T14:00:00Z,TUE,2,19029867
LARCENY,RESIDENCE/HOME,104 HARRISON ST,"41.3293938, -72.9619505",2019-07-31T11:33:00Z,WED,2,19029963
LARCENY,RESIDENCE/HOME,125 LOWIN AVE,"41.3280011, -72.9786045",2019-07-31T13:05:00Z,WED,2,19030000
MOTOR VEHICLE THEFT,COMMERCIAL/OFFICE BLDG,2 AMITY RD,"41.3349921, -72.97749739999999",2019-08-01T08:59:00Z,THU,2,19030107
MOTOR VEHICLE THEFT,COMMERCIAL/OFFICE BLDG,2 AMITY RD,"41.3349921, -72.97749739999999",2019-08-01T09:35:00Z,THU,2,19030108
BURGLARY,RESIDENCE/HOME,161 FRANK ST,"41.29423449999999, -72.9416643",2019-07-29T09:50:00Z,MON,3,19029327
BURGLARY,RESIDENCE/HOME,22 ADELINE ST,"41.2961575, -72.94044439999999",2019-07-29T14:20:00Z,MON,3,19029748
BURGLARY,RESIDENCE/HOME,6 LINES ST,"41.2955374, -72.93818999999999",2019-07-31T18:57:00Z,WED,3,19030056
BURGLARY,RESIDENCE/HOME,679 WASHINGTON AVE,"41.29315039999999, -72.9397468",2019-07-31T17:30:00Z,WED,3,19030039
LARCENY,RESIDENCE/HOME,58 WILSON ST,"41.2920806, -72.93852480000001",2019-07-30T12:24:00Z,TUE,3,19029861
ROBBERY,RESIDENCE/HOME,116 LAMBERTON ST,"41.2906364, -72.9362798",2019-08-01T13:50:00Z,THU,3,19030188
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,6 CONSTANCE BAKER MOTLEY S,"41.3071898, -72.9409122",2019-08-02T19:52:00Z,FRI,4,19030453
BURGLARY,RESIDENCE/HOME,169 PORTER ST,"41.3076339, -72.9511232",2019-08-04T23:16:00Z,SUN,4,19030736
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,372 ELM ST,"41.3116607, -72.9334392",2019-08-04T02:35:00Z,SUN,4,19030637
LARCENY,STREET/HIGHWAY/ALLEYWAY,631 ELM ST,"41.3151285, -72.9420195",2019-07-31T15:02:00Z,WED,4,19030006
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,90 NORTON ST,"41.3135988, -72.9483635",2019-08-03T06:59:00Z,SAT,4,19030517
ROBBERY,STREET/HIGHWAY/ALLEYWAY,52 HOWE ST,"41.3091097, -72.9359076",2019-08-01T23:39:00Z,THU,4,19030279
AGGRAVATED ASSAULT,DRUG STORE/DRS OFFICE/HOSPITAL,20 YORK ST,"41.3044229, -72.93556629999999",2019-07-31T04:50:00Z,WED,5,19029957
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,HOWARD AVE & WASHINGTON A,"41.30053849999999, -72.9352255",2019-08-03T15:43:00Z,SAT,5,19030549
LARCENY,STREET/HIGHWAY/ALLEYWAY,650 CONGRESS AVE,"41.2998177, -72.9397752",2019-07-29T15:58:00Z,MON,5,19029750
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,STEVENS ST & DAVENPORT AVE,"41.301009, -72.9423382",2019-07-29T12:20:00Z,MON,5,19029723
ROBBERY,STREET/HIGHWAY/ALLEYWAY,20 YORK ST,"41.3044229, -72.93556629999999",2019-08-02T04:36:00Z,FRI,5,19030292
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,705 DIXWELL AVE,"41.3325401, -72.9348218",2019-07-31T07:26:00Z,WED,7,19029958
AGGRAVATED ASSAULT,RESIDENCE/HOME,258 NEWHALL ST,"41.3308051, -72.9281776",2019-08-04T13:20:00Z,SUN,7,19030669
BURGLARY,RESIDENCE/HOME,175 BISHOP ST,"41.3178247, -72.9164574",2019-07-29T08:07:00Z,MON,7,19029698
BURGLARY,RESTAURANT,14 MECHANIC ST,"41.3166865, -72.9089185",2019-07-31T10:30:00Z,WED,7,19029964
BURGLARY,RESIDENCE/HOME,51 SHELDON TER,"41.328135, -72.923754",2019-08-01T10:15:00Z,THU,7,19030118
BURGLARY,RESIDENCE/HOME,101 SHEPARD ST,"41.3341344, -72.92803920000001",2019-08-03T22:52:00Z,SAT,7,19030591
BURGLARY,BAR/NIGHT CLUB,860 STATE ST,"41.31366939999999, -72.9131812",2019-08-04T03:44:00Z,SUN,7,19030642
LARCENY,STREET/HIGHWAY/ALLEYWAY,93 COTTAGE ST,"41.3206941, -72.91479629999999",2019-07-30T18:45:00Z,TUE,7,19029927
LARCENY,RESIDENCE/HOME,319 HUMPHREY ST,"41.315582, -72.914165",2019-08-01T16:26:00Z,THU,7,19030215
LARCENY,RESIDENCE/HOME,595 ORANGE ST,"41.31637, -72.91543",2019-08-02T00:00:00Z,FRI,7,19030411
MOTOR VEHICLE THEFT,RESIDENCE/HOME,141 NEWHALL ST,"41.3277813, -72.9288236",2019-08-01T19:15:00Z,THU,7,19030241
BURGLARY,COMMERCIAL/OFFICE BLDG,438 EAST ST,"41.3108955, -72.90991819999999",2019-08-04T11:07:00Z,SUN,8,19030660
LARCENY,PARKING LOT/GARAGE,470 JAMES ST,"41.3149374, -72.9056365",2019-07-29T18:49:00Z,MON,8,19029779
LARCENY,PARKING LOT/GARAGE,173 EXCHANGE ST,"41.3076267, -72.8957843",2019-07-30T22:38:00Z,TUE,8,19029954
LARCENY,PARKING LOT/GARAGE,42 FRONT ST,"41.3061348, -72.8912217",2019-07-31T11:00:00Z,WED,8,19030022
LARCENY,PARKING LOT/GARAGE,315 PECK ST,"41.3162493, -72.89972689999999",2019-08-01T08:46:00Z,THU,8,19030103
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,604 FERRY ST,"41.3163223, -72.89753189999999",2019-08-03T22:46:00Z,SAT,8,19030631
ROBBERY,RESIDENCE/HOME,179 ENGLISH ST,"41.3170095, -72.89504819999999",2019-08-04T06:14:00Z,SUN,8,19030646
